id1,regneighborhood,id2,id3,id4,timestamp,startps,textps1,laddernow,ladder1yrago,ladder1yr,ladder5yr,textps2,textps3,thinkbad,baddream,badagain,badbody,badaway,baddo,badshare,badhappy,badfuture,badvex,badhear,badscare,badjump,badsad,badtired,badeat,badimportant,badreact,badadvice,badtalk,badspoiled,badfrust,badspirit,baddry,badsat,badburn,hardjokes,cheat,troublesome,selfdiscipline,frustrated,threaten,takethings,endps,rsmps,date,dup,starthg,texthousing1,dwelling,dwellingoth,walls,wallsoth,roof,roofoth,floor,flooroth,sleepstreet4w,sleepstreet4wamt,sleepstreet4wamtunit,sleepstreetnow,watersource,watersourceoth,toilet,toiletoth,bathe,batheoth,ownhouse,payrent,rent,rentunit,rooms,ownbed,sleepdry,sleepsafe,moneysafe,foodsafe,bussafe,othersafe,threatlife4w,threatlife4wx,physattack4w,physattack4wx,fearattack,fearpeople,endhg,rsmhg,startdrugs,textdrug1,selfdrinkbeerwine,drinkbeerwinexamt,drinkbeerwinexamtunit,drinkbeerwinemuch,drinkbeerwine7ddys,selfdrinkgin,drinkginxamt,drinkginxamtunit,drinkginmuch,drinkgin7ddys,addboozeprob,addboozetoler,adboozecantstop,druggrass,druggrass7dx,druggrassxamt,druggrassevday,addgrassprob,addgrasstoler,adgrasscantstop,drugntgrss,drugntgrssspecify,drugntgrsspecifyoth,drugntgrss4wx,drugntgrss4wamt,drugntgrss4wamtunit,drugntgrssevday,addntgrssprob,addntgrsstoler,adntgrsscantstop,selfdrugsell,selfdrugsellspecify,selfdrugsellspecifyoth,enddrugs,rsmda
20330,Redlight,0,0,D9585WQ28Y,6/24/2011 13:13,CLICK TO BEGIN,,1,1,1,10,,,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,24jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,1-Rent,500,LD,7,1-Sponge mattress,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,10,LD,3-Small,0,1-Yes,10,LD,3-Small,2,1-Everytime,4-Never,1-Yes,1-Yes,7,30,0-No,1-Everytime,0-No,1-Yes,1-Yes,3-Italian/Tie White;7-Dugee,,56,8400,LD,0-No,1-Everytime,0-No,4-Never,0-No,,,CLICK TO CONTINUE,Resume later
20331,Redlight,0,0,ipaq5,6/22/2011 10:52,CLICK TO BEGIN,,1,10,10,10,,,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,1-Everytime,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,2-Community pump,,5-Common pit latrine,,2-Private bathroom,,Y,3-Free,,,6,1-Sponge mattress,"2-No, small water/leaks",1-Yes,1-Yes,1-Yes,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,120,LD,2-Some,1,1-Yes,50,LD,2-Some,6,3-One one time,4-Never,0-No,1-Yes,2,20,0-No,2-Sometimes,0-No,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20332,Redlight,0,0,pq0132,6/11/2011 15:04,CLICK TO BEGIN,,4,3,5,8,,,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,3-One one time,3-One one time,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,11jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,Y,3-Free,,,2,1-Sponge mattress,"2-No, small water/leaks",1-Yes,0-No,1-Yes,1-Yes,1-Yes,Y,3,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,150,LD,3-Small,0,1-Yes,80,LD,3-Small,0,4-Never,3-One one time,0-No,1-Yes,20,30,1-Yes,4-Never,1-Yes,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20333,Redlight,0,0,pz0163,6/8/2011 15:24,CLICK TO BEGIN,,3,2,7,9,,,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,CLICK TO CONTINUE,Click to resume later,08jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,4,Week,Y,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,2-Services,,,0,3-Mat,1-Yes,1-Yes,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,1500,LD,1-Plenty,3,1-Yes,250,LD,1-Plenty,1,1-Everytime,1-Everytime,0-No,1-Yes,28,200,1-Yes,2-Sometimes,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20334,Redlight,0,0,pq0132,6/16/2011 23:58,CLICK TO BEGIN,,8,8,9,10,,,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,3-One one time,3-One one time,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,3-One one time,4-Never,CLICK TO CONTINUE,Click to resume later,16jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,28,Day,Y,4-Buy in bag,,1-Bush,,3-River / Beach / Outside,,N,3-Free,,,0,3-Mat,"3-No, big water",1-Yes,0-No,0-No,0-No,1-Yes,N,,N,,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,80,LD,2-Some,0,0-No,,,,,4-Never,3-One one time,0-No,1-Yes,14,20,1-Yes,1-Everytime,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20335,Redlight,0,0,pq0160,6/11/2011 12:32,CLICK TO BEGIN,,2,1,5,9,,,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,4-Never,3-One one time,3-One one time,1-Everytime,3-One one time,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,11jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,2-Services,,,1,1-Sponge mattress,"2-No, small water/leaks",0-No,1-Yes,1-Yes,1-Yes,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,14,50,1-Yes,4-Never,1-Yes,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20336,Redlight,0,0,pq0131,7/8/2011 11:43,CLICK TO BEGIN,,2,3,5,6,,,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,1-Everytime,3-One one time,1-Everytime,4-Never,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,08jul2011,0,Click to begin,,7-Market House/business place,,,,,,,,N,,,N,4-Buy in bag,,8-Government toilet,,2-Private bathroom,,Y,3-Free,,,3,3-Mat,"2-No, small water/leaks",0-No,0-No,0-No,0-No,0-No,N,,N,,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,40,LD,3-Small,1,1-Yes,20,LD,3-Small,2,4-Never,4-Never,1-Yes,1-Yes,4,30,1-Yes,4-Never,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20337,Redlight,0,0,ipaq4,6/14/2011 10:47,CLICK TO BEGIN,,7,4,8,10,,,3-One one time,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,1-Everytime,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,3-One one time,3-One one time,4-Never,2-Sometimes,3-One one time,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,14jun2011,0,Click to begin,,6-Outside,,,,,,,,Y,4,Week,Y,4-Buy in bag,,8-Government toilet,,96-Other,Government toilet area,N,3-Free,,,0,7-Floor/ground,"3-No, big water",0-No,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,100,LD,3-Small,0,1-Yes,40,LD,1-Plenty,4,4-Never,4-Never,0-No,1-Yes,7,20,1-Yes,4-Never,1-Yes,1-Yes,1-Yes,3-Italian/Tie White;5-Rolling Tide;7-Dugee,,30,12800,LD,1-Yes,4-Never,1-Yes,1-Everytime,0-No,,,CLICK TO CONTINUE,Resume later
20338,Redlight,0,0,V2W6,6/9/2011 14:12,CLICK TO BEGIN,,10,9,10,10,,,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,09jun2011,0,Click to begin,,2-Under a roof with no walls,,,,1- Zinc/Metal,,1-Concrete/stone,,Y,3,Day,N,1-Piped water,,8-Government toilet,,2-Private bathroom,,N,3-Free,,,0,6-Other poor materials,"2-No, small water/leaks",0-No,0-No,0-No,0-No,1-Yes,N,,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,20,45,1-Yes,4-Never,1-Yes,1-Yes,0-No,,,,,,,,,,1-Yes,1-Marijuana/Grass/Opium,,CLICK TO CONTINUE,Resume later
20339,Redlight,0,0,pq0161,6/17/2011 16:10,CLICK TO BEGIN,,6,2,7,9,,,3-One one time,3-One one time,3-One one time,4-Never,4-Never,3-One one time,3-One one time,4-Never,3-One one time,4-Never,3-One one time,3-One one time,4-Never,3-One one time,4-Never,3-One one time,3-One one time,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,3-One one time,3-One one time,4-Never,3-One one time,3-One one time,3-One one time,4-Never,4-Never,4-Never,3-One one time,CLICK TO CONTINUE,Click to resume later,17jun2011,0,Click to begin,,6-Outside,,,,,,,,Y,29,Day,Y,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,0,7-Floor/ground,"2-No, small water/leaks",0-No,0-No,0-No,0-No,0-No,N,,N,,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,5,10,1-Yes,4-Never,0-No,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20340,Central Monrovia,0,0,pq0131,6/11/2011 14:31,CLICK TO BEGIN,,2,1,3,8,,,2-Sometimes,4-Never,4-Never,3-One one time,1-Everytime,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,1-Everytime,2-Sometimes,1-Everytime,4-Never,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,2-Sometimes,3-One one time,3-One one time,4-Never,4-Never,4-Never,1-Everytime,1-Everytime,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,11jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,3,Day,N,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,2-Services,,,0,3-Mat,1-Yes,1-Yes,0-No,0-No,0-No,0-No,Y,2,Y,1,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,250,LD,1-Plenty,3,1-Yes,100,LD,3-Small,4,2-Sometimes,1-Everytime,1-Yes,1-Yes,7,15,1-Yes,2-Sometimes,1-Yes,1-Yes,1-Yes,1-Diazepan;3-Italian/Tie White;4-Coco,,12,3000,LD,1-Yes,4-Never,1-Yes,1-Everytime,1-Yes,1-Marijuana/Grass/Opium,,CLICK TO CONTINUE,Resume later
20341,Central Monrovia,0,0,pq0161,6/16/2011 11:07,CLICK TO BEGIN,,9,8,8,9,,,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,2-Sometimes,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,1-Everytime,3-One one time,3-One one time,4-Never,CLICK TO CONTINUE,Click to resume later,16jun2011,1,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,1-Rent,300,LD,5,7-Floor/ground,"2-No, small water/leaks",1-Yes,1-Yes,1-Yes,0-No,0-No,Y,2,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,30,LD,2-Some,1,1-Yes,60,USD,1-Plenty,5,4-Never,3-One one time,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20342,Central Monrovia,0,0,ipaq5,6/28/2011 10:35,CLICK TO BEGIN,,1,1,2,5,,,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,1-Everytime,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,1-Everytime,1-Everytime,3-One one time,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,28jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,28,Day,N,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,3-Free,,,0,6-Other poor materials,"3-No, big water",0-No,0-No,0-No,0-No,0-No,N,,Y,2,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,60,LD,2-Some,0,1-Yes,75,LD,3-Small,3,4-Never,3-One one time,1-Yes,1-Yes,4,10,0-No,1-Everytime,0-No,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20343,Central Monrovia,0,0,ipaq4,6/11/2011 11:41,CLICK TO BEGIN,,2,3,5,9,,,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,3-One one time,3-One one time,3-One one time,1-Everytime,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,3-One one time,4-Never,3-One one time,3-One one time,3-One one time,4-Never,4-Never,1-Everytime,3-One one time,1-Everytime,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,3-One one time,CLICK TO CONTINUE,Click to resume later,11jun2011,0,Click to begin,,1-House/Hut/Room in a house,,7-Mud bricks,,2-Tarpaulin/Plastic,,1-Concrete/stone,,N,,,N,2-Community pump,,5-Common pit latrine,,2-Private bathroom,,N,1-Rent,300,LD,6,1-Sponge mattress,1-Yes,0-No,0-No,1-Yes,0-No,1-Yes,N,,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20344,Central Monrovia,0,0,pq0160,7/1/2011 13:30,CLICK TO BEGIN,,1,2,2,5,,,3-One one time,4-Never,3-One one time,4-Never,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,3-One one time,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,01jul2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,1-Concrete/stone,,Y,3,Day,N,3-Community well,,5-Common pit latrine,,2-Private bathroom,,N,1-Rent,350,LD,5,1-Sponge mattress,1-Yes,1-Yes,0-No,1-Yes,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,1000,LD,1-Plenty,1,1-Yes,180,LD,1-Plenty,1,4-Never,4-Never,0-No,1-Yes,35,150,1-Yes,4-Never,1-Yes,0-No,1-Yes,3-Italian/Tie White,,84,0,LD,1-Yes,4-Never,1-Yes,1-Everytime,1-Yes,3-Dugee/ItalianWhite/RollingTa;5-Cocaine,,CLICK TO CONTINUE,Resume later
20345,Central Monrovia,0,0,pz0163,6/16/2011 11:15,CLICK TO BEGIN,,2,1,3,5,,,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,4-Never,3-One one time,4-Never,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,4-Never,3-One one time,2-Sometimes,3-One one time,1-Everytime,3-One one time,4-Never,3-One one time,3-One one time,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,16jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,Y,3-Free,,,3,1-Sponge mattress,"3-No, big water",1-Yes,1-Yes,1-Yes,1-Yes,0-No,Y,2,N,,N,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,7,10,1-Yes,1-Everytime,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20346,Central Monrovia,0,0,pq0127,6/27/2011 14:39,CLICK TO BEGIN,,5,5,6,7,,,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,CLICK TO CONTINUE,Click to resume later,27jun2011,0,Click to begin,,1-House/Hut/Room in a house,,5-Straw/Thatch/Mats,,2-Tarpaulin/Plastic,,5-Bare ground,,N,,,N,2-Community pump,,2-Own flush toilet,,1-Community bathroom,,N,1-Rent,5,USD,4,1-Sponge mattress,"2-No, small water/leaks",0-No,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,250,LD,1-Plenty,1,1-Yes,40,LD,2-Some,1,3-One one time,4-Never,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20347,Central Monrovia,0,0,pz0121,6/22/2011 13:21,CLICK TO BEGIN,,4,4,5,8,,,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,3-One one time,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,97-Don't know,4-Never,3-One one time,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,4-Buy in bag,,2-Own flush toilet,,2-Private bathroom,,N,3-Free,,,8,1-Sponge mattress,1-Yes,1-Yes,0-No,1-Yes,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,60,LD,1-Plenty,0,1-Yes,10,LD,1-Plenty,1,1-Everytime,3-One one time,1-Yes,1-Yes,7,40,1-Yes,1-Everytime,1-Yes,1-Yes,1-Yes,3-Italian/Tie White;5-Rolling Tide,,13,1800,LD,1-Yes,1-Everytime,1-Yes,1-Everytime,0-No,,,CLICK TO CONTINUE,Resume later
20348,Central Monrovia,0,0,pq0160,6/10/2011 13:59,CLICK TO BEGIN,,3,2,8,10,,,3-One one time,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,3-One one time,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,10jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,2-Tarpaulin/Plastic,,1-Concrete/stone,,N,,,N,3-Community well,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,3,3-Mat,"3-No, big water",0-No,0-No,0-No,0-No,1-Yes,N,,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,100,LD,3-Small,0,0-No,,,,,4-Never,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20349,Central Monrovia,0,0,pz0124,6/13/2011 15:46,CLICK TO BEGIN,,1,3,5,10,,,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,4-Never,2-Sometimes,3-One one time,4-Never,3-One one time,4-Never,2-Sometimes,3-One one time,3-One one time,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,13jun2011,0,Click to begin,,5-In a vehicle/container,,,,,,,,Y,4,Week,Y,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,0,6-Other poor materials,1-Yes,0-No,0-No,0-No,0-No,1-Yes,Y,2,Y,2,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,25,LD,1-Plenty,2,1-Yes,20,LD,1-Plenty,2,1-Everytime,3-One one time,1-Yes,1-Yes,7,5,1-Yes,4-Never,0-No,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20350,Central Monrovia,0,0,pz0122,6/22/2011 17:10,CLICK TO BEGIN,,1,1,1,4,,,2-Sometimes,3-One one time,3-One one time,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,1-House/Hut/Room in a house,,3-Mud and sticks,,1- Zinc/Metal,,5-Bare ground,,N,,,N,4-Buy in bag,,1-Bush,,96-Other,Wiat till night time before bathing outside.,N,1-Rent,250,LD,2,2-Straw mattress,"3-No, big water",1-Yes,0-No,0-No,0-No,1-Yes,Y,2,Y,1,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,200,LD,2-Some,0,0-No,,,,,4-Never,4-Never,1-Yes,1-Yes,7,280,1-Yes,4-Never,1-Yes,1-Yes,1-Yes,3-Italian/Tie White;5-Rolling Tide,,30,10000,LD,1-Yes,1-Everytime,1-Yes,1-Everytime,1-Yes,3-Dugee/ItalianWhite/RollingTa,,CLICK TO CONTINUE,Resume later
20351,Central Monrovia,0,0,pq0129,6/20/2011 12:00,CLICK TO BEGIN,,1,2,4,7,,,3-One one time,3-One one time,3-One one time,1-Everytime,3-One one time,3-One one time,1-Everytime,3-One one time,4-Never,3-One one time,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,2-Sometimes,1-Everytime,4-Never,3-One one time,3-One one time,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,20jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,1-Piped water,,8-Government toilet,,2-Private bathroom,,N,1-Rent,550,LD,11,1-Sponge mattress,"2-No, small water/leaks",1-Yes,1-Yes,1-Yes,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
